userId,movieId,rating,timestamp
19,25,3.0,855190091
19,29,3.0,855190349
19,32,3.0,855190091
19,34,4.0,855191622
19,35,3.0,855192496
19,36,3.0,855190954
19,39,3.0,855193076
19,42,3.0,855192210
19,45,3.0,855191478
19,47,5.0,855191517
19,48,3.0,855193488
19,50,4.0,855192835
20,1,3.5,1238729767
20,32,2.5,1238729782
20,34,3.5,1238729861
21,10,3.0,853846478
21,21,3.0,853846669
21,32,4.0,853157476
21,34,4.0,853846442
21,36,3.0,853157544
21,44,3.0,853846547
21,47,4.0,853846400
22,32,4.5,1131662086
22,44,2.0,1131662481
22,47,3.5,1131662466
22,48,2.0,1131661907
23,1,3.0,1148729853
23,6,3.5,1148730128
23,11,3.5,1166728170
23,16,4.0,1148672550
23,19,2.0,1148669114
23,20,1.5,1148720884
23,24,3.5,1148673467
23,32,4.0,1148730400
23,34,3.5,1166728173
23,47,4.5,1148669590
23,50,4.0,1148670466
24,6,5.0,849321588
24,36,3.0,849321616
25,3,3.0,859625254
25,32,4.0,859625180
26,1,5.0,1360087980
26,32,4.5,1354313537
26,47,4.5,1360088070
26,50,4.5,1360088047
27,50,4.0,939077258
28,21,5.0,938942396
30,1,4.0,944943070
30,2,2.0,945277634
30,6,4.0,945276746
30,8,4.0,968786809
30,11,4.0,948141296
30,14,4.0,945276564
30,16,5.0,945115684
30,18,2.0,945277971
30,21,5.0,945276705
30,23,4.0,945278756
30,25,4.0,945115684
30,32,2.0,945122277
30,34,4.0,1039067883
30,42,3.0,945278415
30,45,3.0,1060795346
30,47,4.0,986745716
30,50,5.0,945113887
31,31,4.0,1273541953
31,32,4.5,1273720546
31,50,3.5,1273633559
32,2,4.0,834828285
32,19,3.0,834828185
32,31,4.0,834828440
32,44,3.0,834828337
33,19,3.0,1032769612
34,6,3.0,973747402
34,21,4.0,973748254
34,32,5.0,973747284
34,39,3.0,973747340
34,47,5.0,973747188
34,50,5.0,973748491
35,24,2.5,1174450075
36,6,3.0,847057147
36,16,3.0,847057223
36,18,4.0,847058210
36,21,3.0,847056854
36,25,4.0,847057119
36,31,3.0,847057202
36,32,5.0,847056901
36,36,4.0,853005249
36,41,3.0,847057696
36,45,4.0,847057256
36,50,4.0,847056901
37,1,4.0,981308121
38,16,4.5,1389771630
38,47,4.0,1416075134
39,6,4.0,832523607
39,10,5.0,832523129
39,16,5.0,832525129
39,21,3.0,833532967
39,22,4.0,832523361
39,31,3.0,832525157
39,47,4.0,832523229
39,50,3.0,832523307
40,50,4.5,1466993349
41,2,3.5,1093888283
41,29,4.0,1109812071
43,1,4.0,974768260
43,34,4.0,974768402
43,39,4.0,974768903
44,1,4.0,858707138
44,3,5.0,858707194
44,5,3.0,858707194
44,6,3.0,858707194
44,17,2.0,858707139
44,25,3.0,858707139
44,32,3.0,858707138
47,1,5.0,832228931
47,2,5.0,832229657
47,10,4.0,832228931
47,32,4.0,832229007
47,39,3.0,832229039
47,50,4.0,832229039
48,1,4.0,1318796720
48,2,3.5,1322169967
48,34,3.0,1322169717
49,2,5.0,978040739
50,10,4.0,847412607
50,21,3.0,847412676
50,39,2.0,847412692
50,47,3.0,847412643
55,1,3.0,855926941
55,5,3.0,855926988
55,6,5.0,855926988
55,7,2.0,855926988
55,9,3.0,855927315
55,32,4.0,855926941
56,1,4.0,1467004817
56,10,4.0,1467008381
56,16,4.0,1467004892
56,21,2.0,1470350794
56,29,4.0,1467004961
56,39,5.0,1467003294
56,47,4.0,1467004867
56,50,4.0,1467004833
57,11,5.0,907763065
57,17,5.0,907763245
57,21,4.0,907763141
57,34,5.0,907763018
58,11,5.0,961127960
58,19,1.0,961127638
59,11,2.5,1144755845
59,32,4.5,1144756065
59,50,5.0,1144756267
60,16,4.5,1125828814
60,21,3.0,1125829035
61,2,3.5,1216051639
61,34,2.0,1216050806
61,48,2.5,1216052245
61,50,5.0,1216050620
63,1,5.0,1079098216
63,11,3.5,1079098249
63,16,5.0,1075307025
66,21,4.0,974600703
66,22,2.0,974599486
67,1,3.0,854711770
67,6,5.0,854711804
67,12,3.0,854711916
67,16,4.0,854713177
67,17,4.0,854711772
67,18,4.0,854711941
67,28,5.0,854714394
67,34,5.0,854714246
67,42,3.0,854714498
67,43,4.0,854712006
68,1,4.0,1194741818
68,2,3.0,1249809905
68,11,3.5,1249808221
69,1,5.0,1366831110
69,2,3.5,1366831701
69,5,5.0,1366831985
69,19,4.0,1366831735
69,34,4.0,1366831572
69,39,4.5,1366831626
69,48,4.5,1366831972
70,1,5.0,853954235
70,3,5.0,853954323
70,5,5.0,853954323
70,7,3.0,853954323
70,9,3.0,853954486
70,12,3.0,853954577
70,14,3.0,853954402
70,17,4.0,853954235
70,25,5.0,853954235
70,26,5.0,853954729
70,32,4.0,853954234
70,36,4.0,853954322
72,1,3.5,1461778737
72,2,2.5,1461784724
72,47,3.5,1461784392
72,50,4.0,1461778528
73,1,5.0,1303464840
73,2,2.5,1255595527
73,6,4.5,1337593559
73,10,3.0,1255591764
73,15,2.5,1255593501
73,16,4.0,1255508530
73,19,1.5,1255501766
73,21,3.5,1255597031
73,25,4.5,1337593272
73,31,3.5,1255591860
73,32,5.0,1354676110
73,34,2.5,1255606447
73,36,4.5,1339744008
73,39,4.0,1255505029
73,44,3.0,1255596165
73,47,5.0,1255503386
73,48,2.0,1255608841
73,50,5.0,1255502804
74,10,5.0,942704394
74,16,3.0,942705457
74,17,4.0,942705568
75,1,3.0,1165607201
75,3,3.0,1143047700
75,32,4.0,1165607192
76,45,5.0,1194384499
77,1,4.0,1163005363
77,6,3.5,1163252774
77,10,3.0,1183844529
77,32,4.0,1163013349
77,34,3.5,1163253023
77,39,2.5,1163253088
77,47,4.0,1163008777
78,2,3.5,1274051069
78,10,5.0,1274050854
78,16,5.0,1344470037
78,32,5.0,1274050782
78,34,3.5,1344469842
78,39,5.0,1274050940
78,47,4.0,1344469790
78,50,5.0,1274051508
79,1,2.0,1182994648
79,2,2.5,1182994926
79,7,0.5,1182995062
80,2,2.0,844860022
80,6,4.0,844860041
80,7,4.0,844860107
80,10,3.0,844860003
80,16,5.0,844860062
80,20,1.0,844860151
80,21,4.0,844860003
80,25,4.0,844860041
80,32,5.0,844860003
80,45,4.0,844860062
80,46,3.0,844860173
80,50,3.0,844860003
82,10,3.0,835973445
82,21,3.0,835973471
82,34,5.0,835973471
82,39,5.0,835973488
82,47,5.0,835973458
82,50,4.0,835973488
83,6,5.0,1156206916
83,21,1.0,1156206448
83,39,4.0,1156207541
83,50,5.0,1156205258
84,1,3.5,1429910800
85,2,5.0,837511784
85,3,2.0,837512420
85,5,3.0,837512493
85,10,5.0,837507143
85,19,3.0,837512280
85,21,4.0,837511743
85,23,3.0,837512169
85,44,2.0,837512134
86,1,3.0,848161799
86,11,1.0,848159306
86,14,4.0,848161252
86,17,5.0,848159382
86,18,5.0,848160301
86,19,1.0,848159249
86,21,1.0,848159249
86,25,3.0,848161123
86,26,4.0,848160245
86,28,4.0,848160132
86,29,4.0,848160311
86,30,5.0,848161285
86,32,5.0,848159270
86,34,3.0,848159230
86,35,4.0,848160169
86,36,4.0,848159467
86,39,4.0,848161788
86,41,4.0,848160022
86,46,3.0,848161443
86,47,5.0,848159211
87,1,3.0,858623186
87,7,3.0,858623219
87,25,4.0,858623186
87,32,3.0,858623186
88,2,3.5,1239773232
88,7,4.0,1239765126
88,11,3.5,1239764623
88,21,3.5,1239764334
88,31,3.0,1239755559
88,36,4.0,1239758454
88,39,3.0,1239764316
88,47,4.0,1239763433
89,1,5.0,1257620018
90,1,4.0,875517174
90,6,4.0,875517954
90,25,2.0,875517624
90,29,5.0,875517306
90,32,4.0,875517953
90,36,4.0,875516371
91,1,5.0,1448798200
91,12,3.5,1448813887
91,19,4.0,1448813534
91,23,3.5,1448798511
91,34,3.0,1448798347
92,1,5.0,848526251
92,2,3.0,848525932
92,6,3.0,848526431
92,10,2.0,848525661
92,11,4.0,848525903
92,19,1.0,848525799
92,21,5.0,848525799
92,32,5.0,848525833
92,34,5.0,848525764
92,39,2.0,848525833
92,44,3.0,848526389
92,45,4.0,848526550
92,47,5.0,848525730
92,50,5.0,848525799
93,1,4.0,1304992014
93,11,3.5,1304992956
93,17,4.0,1304992470
93,21,5.0,1304992496
93,25,3.5,1304992612
93,34,4.0,1304992044
93,39,4.0,1304992650
94,1,4.0,1291779829
94,16,3.5,1291781117
94,50,4.0,1291780058
95,6,5.0,1016317227
95,9,3.0,1016317600
95,11,4.0,1025556196
95,16,5.0,1016316940
95,19,4.0,1016317584
95,24,4.0,1018816035
96,31,2.5,1223256331
96,50,4.0,1223256642
97,1,1.0,1460342505
97,32,4.5,1460343666
97,50,5.0,1460342291
98,5,3.0,1459405466
98,39,3.0,1459405274
99,1,4.0,938586006
99,2,2.0,950999958
99,17,3.0,938586999
99,28,3.0,938586999
99,39,4.0,938587073
99,47,1.0,938585500
99,50,4.0,938585285
100,1,4.0,854193977
100,3,4.0,854194024
100,6,3.0,854194023
100,7,3.0,854194024
100,25,4.0,854193977
100,32,5.0,854193977
102,14,4.0,957895013
102,25,4.0,956599039
102,28,4.0,956590655
102,34,4.0,956591671
102,35,4.0,957894204
102,36,4.0,956598974
102,37,1.0,959976593
102,45,4.0,957894251
102,47,4.0,958248432
102,50,4.0,956598567
103,29,5.0,1117481918
103,32,5.0,1117402453
103,47,4.5,1117403556
105,6,3.0,1085578997
105,10,3.5,1101130624
105,11,3.5,1100533597
105,16,5.0,1085573826
105,19,2.0,1088058230
105,21,3.5,1086093635
105,22,2.5,1085574077
105,25,4.0,1100533528
105,32,4.0,1085581768
105,36,3.0,1100533551
105,47,4.0,1086094595
105,50,4.5,1086272608
106,1,4.0,1215818369
108,10,4.0,843302067
108,34,3.0,843302154
108,47,2.0,843302154
109,16,3.5,1153229790
109,47,5.0,1153862175
110,3,4.0,840101142
110,5,4.0,840100796
110,6,4.0,840100719
110,7,4.0,840100994
110,9,5.0,840101320
110,10,4.0,840100456
110,11,5.0,840100602
110,16,4.0,840100745
110,19,4.0,840100515
110,23,5.0,840100893
110,31,4.0,840100695
110,32,3.0,840100546
110,34,3.0,840100501
110,39,5.0,840100529
110,45,5.0,840100781
110,47,3.0,840100501
111,5,3.0,1097430540
111,7,3.5,1097429457
111,10,3.5,1097432318
111,11,4.0,1097432404
111,18,2.5,1098045013
111,25,4.0,1097430903
111,31,3.5,1097429230
111,32,3.5,1097429750
111,39,4.5,1097432363
111,45,1.0,1097429193
111,47,4.0,1097431427
111,50,4.0,1097432297
112,1,5.0,852720865
112,3,5.0,852720897
112,6,3.0,852720897
112,18,3.0,852720984
112,32,3.0,852720865
112,41,5.0,852720950
113,2,5.0,844884330
113,4,3.0,844884590
113,5,5.0,844884467
113,6,4.0,844884390
113,8,5.0,844885084
113,9,4.0,844884734
113,10,3.0,844884266
113,16,5.0,844884467
113,20,5.0,844884632
113,21,5.0,844884266
113,24,5.0,844884632
113,25,4.0,844884390
113,36,4.0,844884390
114,10,4.0,838365857
114,34,5.0,838365827
115,2,5.0,1107034391
115,3,5.0,1107034474
115,19,4.0,1107034440
115,45,3.5,1107034126
116,47,5.0,1163454737
118,16,4.0,951009481
118,32,4.0,951008797
118,36,4.0,950154206
118,47,4.0,951009525
118,50,5.0,951009296
119,1,2.0,913048158
119,2,3.0,913051445
119,6,5.0,913057893
119,16,3.0,913048006
119,21,4.0,913049013
119,24,3.0,913050793
119,26,5.0,913117867
119,29,3.0,915411448
119,32,4.0,913047936
119,36,3.0,945993306
119,41,4.0,913048297
119,47,5.0,913233441
119,50,4.0,913047839
120,1,2.5,1167422234
120,32,3.5,1167420751
120,36,3.0,1125350649
120,47,3.5,1167421762
120,50,4.0,1167421675
121,1,4.0,833058442
121,6,4.0,833058704
121,10,3.0,833058428
121,11,4.0,833058545
121,17,5.0,833058557
121,34,5.0,833058465
121,39,4.0,836906043
121,40,5.0,833059219
121,50,5.0,833058475
122,1,3.0,832773057
122,10,3.0,832773057
122,17,3.0,832773202
122,28,3.0,832773358
124,1,4.5,1147862310
124,2,3.0,1147861200
124,19,4.0,1147861227
124,47,3.5,1147861617
125,1,4.0,1269736592
125,11,4.0,1269735560
125,47,4.5,1269733663
125,50,5.0,1244537461
126,1,5.0,833286470
126,2,3.0,833286607
126,10,3.0,833286456
126,34,3.0,833286506
126,39,3.0,833286550
126,48,3.0,833286654
127,5,4.0,842323102
128,1,5.0,1049690031
128,2,4.0,1049685256
128,3,2.0,1049682634
128,4,3.0,1049682515
128,7,5.0,1049683873
128,8,4.0,1049685242
128,25,2.0,1049683567
128,39,4.0,1049683567
128,45,5.0,1049682646
128,47,5.0,1049683132
128,48,5.0,1049683855
129,39,3.0,965328135
130,1,3.0,1138997743
130,10,3.5,1140723887
130,19,1.0,1138998764
130,21,3.5,1138999325
130,34,3.0,1138999264
130,36,4.0,1138999312
130,48,3.0,1139003683
130,50,3.5,1138997386
133,47,2.5,1416147036
134,1,3.5,1361244876
134,2,4.5,1361245855
134,5,1.0,1361244162
134,10,4.0,1361245744
134,16,4.0,1361245969
134,19,2.0,1361245876
134,29,5.0,1361244735
134,32,4.5,1361244318
134,36,4.0,1361245841
134,39,3.5,1361245791
134,47,4.5,1361245167
135,10,3.0,844995924
135,18,4.0,844996129
135,20,3.0,844995987
135,21,3.0,844995924
135,27,3.0,844996094
136,1,4.5,1405977265
137,10,4.0,946411786
137,32,5.0,946412547
137,50,5.0,946412158
138,1,2.0,1440379001
138,50,4.0,1440379088
140,5,4.5,1398068239
142,1,4.0,997731606
143,47,4.5,1149649707
144,10,5.0,837455462
144,21,2.0,837455574
144,32,5.0,837455646
144,39,3.0,837455602
144,47,4.0,837455508
145,10,5.0,845421721
145,19,5.0,845421886
145,32,5.0,845421966
145,47,5.0,845421789
146,1,5.0,1256071139
147,50,5.0,1405201558
148,29,3.5,1059603929
148,32,4.0,1059603935
148,40,4.5,1059507590
149,1,3.0,1436919660
149,39,3.5,1436923278
149,47,3.5,1436922267
149,50,3.0,1436922260
150,1,3.0,1114306148
150,2,3.0,1114306834
150,5,2.5,1114308628
150,10,4.0,1114306741
150,19,3.0,1114305732
150,21,3.5,1338710602
150,23,2.0,1114307220
150,25,4.0,1114306776
150,31,2.5,1130905954
150,39,2.5,1114306777
150,44,1.0,1114308273
150,45,1.5,1113906883
150,50,4.5,1114306168
151,2,4.0,847296918
151,10,5.0,847296716
151,19,3.0,847296838
151,21,5.0,847296838
151,32,5.0,847296863
151,34,3.0,847296802
151,39,3.0,847296863
151,47,5.0,847296774
151,50,3.0,847296838
152,1,3.5,1335947960
152,6,4.0,1335948353
152,10,1.5,1335948177
152,21,3.5,1335948369
152,25,0.5,1335948417
152,32,5.0,1335947997
152,47,5.0,1335948042
152,50,5.0,1335948008
153,1,5.0,1046739645
153,32,5.0,1046740237
153,34,4.0,1046739068
154,1,4.0,850917310
154,3,4.0,850917346
154,5,3.0,850917346
154,7,3.0,850917346
154,18,5.0,850917480
155,32,3.0,943350048
156,36,5.0,1277430241
157,1,3.5,1291598726
157,2,2.5,1291654669
157,10,3.5,1291598989
157,12,2.0,1291598164
157,32,4.0,1308343617
157,34,1.0,1323623560
157,47,3.5,1292893066
157,50,4.0,1323549288
159,10,2.5,1183519921
159,25,4.5,1183519288
159,34,2.0,1183519883
159,47,3.5,1183519855
159,50,4.5,1183519004
160,34,2.0,974256306
160,36,4.0,974256106
161,2,4.0,837629692
161,10,4.0,837629446
161,11,4.0,837629659
161,17,5.0,837629711
161,21,3.0,837629516
161,25,3.0,837629819
161,31,3.0,837629820
161,32,3.0,837629562
161,36,4.0,837629925
161,39,3.0,837629544
161,44,3.0,837629757
161,47,4.0,837629464
161,48,3.0,837629866
162,3,2.0,852791965
162,5,4.0,852791965
162,6,3.0,852791965
162,7,3.0,852791965
162,17,4.0,852792058
162,36,3.0,852791965
163,1,3.0,1390767736
163,19,0.5,1390776289
164,1,3.5,1179531301
164,10,4.0,1182287578
165,1,2.5,1111482682
165,2,3.0,1111981462
165,3,2.5,1111981538
165,10,2.5,1111482847
165,19,1.0,1111482570
165,21,2.5,1111479425
165,22,3.5,1111479044
165,31,3.5,1111981801
165,44,4.0,1111482102
165,47,3.5,1111479971
165,50,2.0,1111482816
166,34,4.0,1064888506
168,1,5.0,848866772
168,4,3.0,848879299
168,20,2.0,848879311
168,21,4.0,848879039
168,32,3.0,848866720
168,39,4.0,848866720
168,50,4.0,848866691
169,1,4.0,1234228717
170,29,2.5,1220532219
171,16,5.0,950556329
171,47,4.0,950996333
172,17,4.0,843290928
172,32,3.0,843290818
172,34,3.0,843290717
172,50,5.0,843290785
173,1,4.0,875357598
173,6,5.0,875357288
173,32,4.0,875356677
173,40,4.0,875356897
174,48,4.5,1109621256
175,1,4.0,1052837092
175,47,4.0,1052884279
175,48,3.0,1052884607
176,1,2.0,1340720798
176,2,3.0,1341047637
176,19,2.0,1340915742
176,34,2.0,1341001737
176,39,1.0,1341002026
176,48,3.0,1341050021
177,1,5.0,907515679
177,2,5.0,907380055
177,6,5.0,907380682
177,10,4.0,907380744
177,18,4.0,907380994
177,22,4.0,907380781
177,23,3.0,907380781
177,32,4.0,907380000
177,47,5.0,907380653
177,50,5.0,907380653
178,1,4.0,1437425800
179,1,5.0,1436669947
180,24,4.0,945446829
182,2,5.0,845744191
182,3,4.0,845745032
182,4,3.0,845745077
182,5,4.0,845744805
182,7,5.0,845745009
182,8,5.0,845745710
182,9,3.0,845746347
182,11,5.0,845744166
182,13,3.0,845745917
182,17,3.0,845744218
182,21,3.0,845744047
182,25,1.0,845744316
182,34,5.0,845743924
182,36,3.0,845744347
182,48,3.0,845744430
183,32,5.0,983096875
183,34,4.0,983097092
183,36,4.0,983096307
183,47,5.0,983096400
183,50,5.0,983096683
184,1,5.0,833524830
185,1,5.0,1003523268
185,2,4.0,1003523847
185,24,4.0,1019787401
185,29,5.0,1003523544
185,48,3.0,1019787132
185,50,5.0,1019787636
186,31,3.0,1276205768
187,1,4.0,1228072644
187,2,3.0,1237164142
187,16,4.0,1230360891
187,39,4.5,1228083642
188,2,4.0,841064145
188,10,4.0,841063568
188,22,3.0,841064493
188,24,4.0,841064046
188,32,4.0,841063691
188,34,4.0,841063623
188,39,3.0,841063654
188,47,3.0,841063606
188,48,3.0,841063983
190,43,4.0,975695042
191,10,2.0,839925608
191,34,2.0,839925667
191,47,3.0,839925667
192,2,4.0,843634025
192,19,3.0,843633899
192,34,5.0,843633865
192,39,3.0,843633926
192,44,3.0,843634056
192,47,3.0,843633842
192,48,3.0,843634125
193,1,4.0,971216031
193,16,4.0,971217498
194,19,3.0,848098383
194,32,4.0,848098405
194,44,3.0,848098576
195,6,4.0,975417247
195,25,3.0,977756074
195,34,4.0,976288815
195,39,3.0,976288703
195,42,2.0,975419204
196,5,4.0,959224062
197,32,3.0,975429339
198,36,5.0,1068823117
199,6,4.5,1398939340
199,10,2.5,1214653475
199,12,4.0,1214653108
199,16,4.0,1229897881
199,23,3.5,1214653088
199,25,4.0,1398939318
199,32,3.5,1214668938
199,44,4.0,1302655511
199,47,4.5,1252353822
199,50,4.5,1398939345
200,1,3.0,1437932719
200,2,3.5,1457721108
200,32,4.0,1437934584
201,1,5.0,1110421816
201,6,5.0,1110421617
201,32,5.0,1110497366
201,34,4.0,1110498208
201,47,5.0,1110497364
201,50,5.0,1110421811
203,23,3.5,1226321189
203,50,5.0,1226321329
204,16,4.0,1096531183
205,1,4.5,1442148577
205,10,3.5,1442136824
205,47,4.5,1442137042
205,50,5.0,1442136794
207,24,0.5,1258439884
207,44,0.5,1258439788
208,16,4.0,1402255126
210,16,2.5,1070591352
210,34,2.5,1070591483
211,17,4.0,1460811260
211,29,5.0,1460811791
211,32,5.0,1460811900
211,43,5.0,1460811873
212,1,3.0,1218405007
212,2,3.0,1218404003
212,5,2.5,1218955060
212,10,3.5,1218403807
212,16,4.0,1218404198
212,17,3.5,1228789756
212,19,1.5,1218404015
212,28,4.0,1218404673
212,32,3.5,1254008544
212,34,3.0,1218402042
212,36,4.0,1218403917
212,39,2.0,1218403872
212,44,2.0,1260705118
212,47,3.5,1218399790
212,48,3.5,1218954970
212,50,3.5,1228783190
213,1,3.0,1462637445
213,2,3.0,1462637790
213,7,2.0,1462639898
213,13,2.5,1462644085
213,15,3.0,1462635671
213,19,2.0,1462644085
213,24,2.5,1462644086
213,32,1.5,1462640571
213,34,1.5,1462638094
213,39,2.0,1462638110
213,47,2.5,1462637527
213,48,2.0,1462638445
214,10,3.0,978131768
214,25,3.0,978382211
214,32,3.0,978468713
214,36,4.0,978382062
214,47,4.0,978128389
214,50,5.0,950123067
215,1,3.0,860559708
215,6,3.0,860559733
216,47,5.0,1095792731
216,48,4.0,1095792192
217,3,4.5,1108160863
217,16,4.0,1108160012
218,2,2.5,1163106626
219,1,5.0,974475264
219,11,4.0,974496320
219,16,2.0,974476109
219,19,3.0,974474798
219,34,3.0,974496128
219,39,4.0,974496214
219,47,4.0,997730388
219,50,4.0,974475979
220,1,2.0,970498319
220,16,5.0,970594863
220,17,5.0,982598447
220,34,4.0,970498215
220,36,4.0,970499031
221,16,3.0,1111551518
223,5,4.0,856532203
223,6,4.0,856532203
223,7,3.0,856532203
223,32,4.0,856532132
223,36,4.0,856532203
223,41,4.0,856532349
224,1,4.0,828213150
224,2,4.0,828213150
224,6,5.0,828213150
224,10,3.0,830633216
224,16,5.0,828213150
224,17,5.0,828213150
224,21,4.0,828213150
224,25,4.0,828213150
224,28,5.0,828213150
224,29,4.0,839010002
224,30,4.0,828786667
224,32,5.0,828213150
224,34,5.0,828214011
224,35,4.0,828213150
224,36,5.0,830633234
224,43,4.0,828213150
224,47,4.0,828214012
224,50,4.0,828214012
225,47,5.0,845565857
231,50,5.0,977005387
232,1,3.0,955088635
232,11,4.0,955090745
232,17,5.0,955092905
232,25,1.0,955092749
232,32,5.0,955093134
232,50,5.0,955089337
233,3,3.0,854481667
233,7,3.0,854481668
233,14,3.0,854481720
233,17,5.0,854481605
235,5,4.5,1113184535
235,6,4.0,1111625738
235,11,3.5,1111558168
235,47,3.0,1111625682
235,48,3.0,1111557883
235,50,5.0,1111624791
236,6,3.0,1109968623
236,7,3.5,1109968699
236,10,3.0,1109969756
236,30,4.5,1109969948
236,32,4.0,1109968555
236,47,2.5,1109968576
237,1,3.0,1102009632
237,32,2.0,1102009650
239,3,4.0,991861185
239,4,3.0,991862027
239,5,3.0,991862159
239,11,4.0,991858087
239,39,5.0,991858188
240,1,4.5,1098943177
240,16,3.5,1098940415
240,17,4.0,1099263843
240,21,3.0,1099264224
240,32,4.5,1098943194
240,34,4.5,1098943234
240,36,4.0,1099264248
240,39,4.5,1099264239
240,47,4.0,1098943239
240,50,2.5,1098943216
241,1,3.0,847339737
241,2,3.0,847339662
241,5,2.0,847340005
241,34,4.0,847339564
241,36,4.0,847339832
241,47,3.0,847339539
241,48,2.0,847339855
241,50,4.0,847339589
242,1,5.0,956682763
242,6,4.0,956684268
242,11,5.0,956682997
242,16,5.0,956685888
242,21,5.0,956683024
242,22,4.0,956685619
242,25,4.0,956683813
242,31,4.0,956686556
242,34,4.0,956682698
242,36,5.0,956683601
242,47,4.0,956685503
242,50,5.0,956685336
243,10,3.5,1094223893
243,19,3.0,1094224146
243,34,3.5,1094223856
243,44,1.5,1094220921
243,47,4.0,1094220912
243,48,2.5,1094220014
245,22,3.0,1011238620
245,36,4.0,1012187265
245,46,3.0,1011238743
245,47,2.0,1011319164
245,50,4.0,1011318662
247,1,4.0,953361586
247,7,3.0,953361791
247,9,3.0,953272452
247,10,4.0,953271993
247,11,4.0,953361740
247,12,3.0,953270877
247,19,4.0,953362704
247,39,3.0,953361663
247,44,3.0,953272667
247,45,3.0,953361856
248,32,4.0,1031528116
249,10,4.0,839461544
249,11,4.0,839462462
252,1,3.0,869101312
252,6,3.0,869101354
252,7,4.0,869101615
252,12,5.0,869101988
252,25,5.0,869101312
252,32,4.0,869101312
253,1,4.5,1215831130
253,2,4.0,1215831526
253,10,4.0,1215831215
253,16,2.0,1215831682
253,19,1.0,1215831546
253,20,1.5,1215823643
253,34,4.5,1215831195
254,9,3.0,845159397
254,19,3.0,845157322
254,22,3.0,845157526
254,23,2.0,845157762
254,29,5.0,845158605
254,31,3.0,845157538
254,34,5.0,845157322
254,39,2.0,845157349
254,44,3.0,845157478
254,47,3.0,845157307
254,48,1.0,845157516
254,50,5.0,845157367
255,18,2.5,1236980522
255,19,1.5,1236981275
256,3,3.0,851862274
256,5,3.0,851862273
256,6,3.0,851862273
256,7,3.0,851862274
256,9,3.0,851862371
256,14,4.0,851862320
256,25,5.0,851862204
256,32,1.0,851862204
256,36,3.0,851862273
259,34,3.0,949949146
261,1,1.5,1101665532
261,19,5.0,1101666126
261,32,4.0,1101665552
261,50,5.0,1101665567
262,1,2.5,1433898798
262,2,2.0,1434331477
262,19,2.5,1434025058
262,29,3.0,1433899932
262,34,2.0,1434332133
262,39,2.5,1434024947
262,47,5.0,1433899064
263,21,3.5,1117843298
264,39,5.0,995664962
265,21,4.0,960060664
265,25,4.0,960056648
265,36,4.0,960056698
265,41,4.0,960056356
265,50,5.0,960056648
266,14,4.0,840452329
266,34,3.0,840452291
266,36,5.0,840703429
266,39,5.0,840703309
266,50,4.0,840703309
267,47,4.5,1175984548
267,50,4.0,1175984023
268,1,5.0,1314894068
268,2,3.5,1314894727
268,6,2.5,1314894615
268,10,3.0,1314894283
268,11,3.5,1314894958
268,17,3.0,1314894685
268,19,2.0,1314890790
268,21,2.5,1314894611
268,32,3.0,1314888953
268,34,4.5,1314894252
268,39,3.5,1314894403
268,47,4.0,1314894139
268,48,2.5,1314910317
268,50,3.5,1314894111
270,47,4.0,1469278482
270,50,4.0,1469256693
271,16,3.5,1107784970
